listing_no,title,price,sqm,rooms,address
279,"
                Helle 2 Zimmerwohnung für Morgenmenschen  - provisionsfrei
            ","
                    Miete€ 740,00
                ","
                    Wohnfläche40 m²
                ","
                        Zimmer 2
                    ",1220 Wien
279,"
                Mietwohnung inkl Betriebskosten
            ","
                    Miete€ 650,00
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1020 Wien
279,"
                Ruhige 2-Zimmer Wohnung in der Liechtensteinstrasse
            ","
                    Miete€ 790,00
                ","
                    Wohnfläche59 m²
                ","
                        Zimmer 2
                    ",1090 Wien
279,"
                - miet-me - Neu renovierte 2-Zimmer-Wohnung in der Mohsgasse
            ","
                    Miete€ 700,00
                ","
                    Wohnfläche55 m²
                ","
                        Zimmer k.A.
                    ",1030 Wien
279,"
                2 Zimmerwohnung im 13.Bezirk
            ","
                    Miete€ 739,00
                ","
                    Wohnfläche61 m²
                ","
                        Zimmer 2
                    ",1130 Wien
280,"
                Erstbezug nach Sanierung - großzügige 3 Zimmerwohnung in Ruhelage
            ","
                    Miete€ 1.202,30
                ","
                    Wohnfläche76 m²
                ","
                        Zimmer 3
                    ",1200 Wien
280,"
                Erstbezug nach Sanierung - 3 Zimmer- Mitten im 8. Bezirk
            ","
                    Miete€ 1.399,00
                ","
                    Wohnfläche72 m²
                ","
                        Zimmer 3
                    ",1080 Wien
280,"
                Unbefristet - Großzügige 2 1/2 Zimmerwohnung - U4/U6- Anbindung Spittelau - 2. Stock ohne Lift
            ","
                    Miete€ 789,25
                ","
                    Wohnfläche77 m²
                ","
                        Zimmer 2
                    ",1190 Wien
280,"
                Wohnung im Dachgeschoß mit Terrasse und herrlicher Aussicht
            ","
                    Miete€ 890,00
                ","
                    Wohnfläche40 m²
                ","
                        Zimmer 1
                    ",1070 Wien
280,"
                RUHIGE SINGLEWOHNUNG U-BAHNÄHE
            ","
                    Miete€ 590,15
                ","
                    Wohnfläche35 m²
                ","
                        Zimmer 1
                    ",1120 Wien
280,"
                FUSSGÄNGERZONE + HELL + GEPFLEGTER NEUBAU!
            ","
                    Miete€ 980,00
                ","
                    Wohnfläche80 m²
                ","
                        Zimmer 3
                    ","1120 Wien,Meidling"
280,"
                GRÜNBLICK und doch ZENTRAL - Sehr HELLE 2-Zimmer Wohnung Nähe Meidlinger Bahnhof
            ","
                    Miete€ 692,12
                ","
                    Wohnfläche54 m²
                ","
                        Zimmer 2
                    ",1120 Wien
280,"
                PROVISIONSFREI! - Perfekt aufgeteilte Wohnung mit Freifläche - Nahe Donauinsel
            ","
                    Miete€ 1.249,00
                ","
                    Wohnfläche66 m²
                ","
                        Zimmer 2
                    ",1200 Wien
280,"
                Neubauwohnungen in der Bachgasse mit modernen Grundrissen
            ","
                    Miete€ 1.139,49
                ","
                    Wohnfläche61 m²
                ","
                        Zimmer 3
                    ",1160 Wien
280,"
                | 2. DACHGESCHOSS | NEUBAU | NAHE SEESTADT | 2 ZIMMER | TERRASSE | AUSRICHTUNG WESTEN
            ","
                    Miete€ 661,02
                ","
                    Wohnfläche37 m²
                ","
                        Zimmer 2
                    ",1220 Wien
280,"
                | 3 ZIMMER MIT SCHRANKRAUM | AUSRICHTUNG OSTEN | 1. DACHGESCHOSS | MIT AUSSENFLÄCHE | TERRASSE | NEUBAU
            ","
                    Miete€ 1.156,61
                ","
                    Wohnfläche74 m²
                ","
                        Zimmer 3
                    ",1220 Wien
280,"
                | ZWEI ZIMMER | TERRASSE | AUSRICHTUNG WESTEN | NEUBAU | 1. DACHGESCHOSS | HOCHWERTIG AUSGESTATTET
            ","
                    Miete€ 779,29
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1220 Wien
280,"
                | NEUBAU | DURCHDACHTER GRUNDRISS | 2 ZIMMER | TERRASSE | 2. DACHGESCHOSS | AUSRICHTUNG OSTEN
            ","
                    Miete€ 661,74
                ","
                    Wohnfläche37 m²
                ","
                        Zimmer 2
                    ",1220 Wien
280,"
                | 2 ZIMMER | ABSTELLRAUM | TERRASSE | 2. DACHGESCHOSS | NEUBAU | NAHE SEESTADT | AUSRICHTUNG WESTEN
            ","
                    Miete€ 660,78
                ","
                    Wohnfläche36 m²
                ","
                        Zimmer 2
                    ",1220 Wien
280,"
                Hohe Lebensqualität in provisionsfreiem Erstbezug in Grünruhelage inklusive Garage und Erdwärmepumpe
            ","
                    Miete€ 1.450,00
                ","
                    Wohnfläche74 m²
                ","
                        Zimmer 3
                    ",1140 Wien
281,"
                ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!
            ","
                    Miete€ 699,00
                ","
                    Nutzfläche44 m²
                ","
                        Zimmer 2
                    ",1200 Wien
281,"
                TRAUMHAFTE, HELLE 3-ZIMMER-WOHNUNG MIT LOGGIA
            ","
                    Miete€ 1.141,74
                ","
                    Wohnfläche82 m²
                ","
                        Zimmer 3
                    ",1100 Wien
281,"
                Voll ausgestattete Übergangslösung - Boardinghouse
            ","
                    Miete€ 800,00
                ","
                    Wohnfläche50 m²
                ","
                        Zimmer 2
                    ",1190 Wien
281,"
                *** Naehe Hoerndlwald: Neuwertige 2-Zi.Wohnung mit 25m² Terrasse***
            ","
                    Miete€ 919,00
                ","
                    Wohnfläche51 m²
                ","
                        Zimmer 2
                    ","1130 Wien 13.,Hietzing"
281,"
                Gemütlich Wohnen AM PARK: Provisionsfreie 1-Zimmer-Wohnung mit eigenem Balkon! Top Lage!
            ","
                    Miete€ 657,62
                ","
                    Wohnfläche35 m²
                ","
                        Zimmer 1
                    ",1210 Wien
281,"
                Perfektion in 4 Wänden: Provisionsfreie 2-Zimmer-Wohnung mit Balkon in den Innenhof in bester Lage!
            ","
                    Miete€ 824,80
                ","
                    Wohnfläche42 m²
                ","
                        Zimmer 2
                    ",1200 Wien
281,"
                Alles, was das Herz begehrt in 2 Zimmern: Erstbezugswohnung an der Alten Donau! PROVISIONSFREI!
            ","
                    Miete€ 948,99
                ","
                    Wohnfläche54 m²
                ","
                        Zimmer 2
                    ",1210 Wien
281,"
                Schöne Wohnung mit Garten und Terrasse in 1220 Wien
            ","
                    Miete€ 940,00
                ","
                    Wohnfläche55 m²
                ","
                        Zimmer k.A.
                    ","1220 Wien,Donaustadt"
281,"
                ""Leben am Wasser und doch mitten in der City!""
            ","
                    Miete€ 1.096,70
                ","
                    Wohnfläche41 m²
                ","
                        Zimmer 2
                    ",1220 Wien
281,"
                ""Leben am Wasser und doch mitten in der City!""
            ","
                    Miete€ 996,33
                ","
                    Wohnfläche42 m²
                ","
                        Zimmer 2
                    ",1220 Wien
281,"
                ""Leben am Wasser und doch mitten in der City!""
            ","
                    Miete€ 996,33
                ","
                    Wohnfläche42 m²
                ","
                        Zimmer 2
                    ",1220 Wien
281,"
                Neuwertige 2-Zimmer Mietwohnung in Top Lage
            ","
                    Miete€ 950,00
                ","
                    Wohnfläche60 m²
                ","
                        Zimmer 2
                    ","1190 Wien,Döbling"
281,"
                Verkehrsgünstige Mietwohnung mit Balkon Nähe Auhofcenter
            ","
                    Miete€ 850,00
                ","
                    Wohnfläche68 m²
                ","
                        Zimmer 2
                    ",1140 Wien
281,"
                Sehr charmante und stilvolle Altbauwohnung in hervorragender Lage, Nähe Volkstheater
            ","
                    Miete€ 1.225,00
                ","
                    Wohnfläche85 m²
                ","
                        Zimmer 2
                    ",1070 Wien
281,"
                Sanierte Altbauwohnung in ruhiger Lage
            ","
                    Miete€ 800,86
                ","
                    Wohnfläche61 m²
                ","
                        Zimmer 2
                    ",1120 Wien
282,"
                Frisch Sanierte Altbauwohnung in ruhiger Lage
            ","
                    Miete€ 788,83
                ","
                    Wohnfläche60 m²
                ","
                        Zimmer 2
                    ",1120 Wien
282,"
                ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!
            ","
                    Miete€ 699,00
                ","
                    Nutzfläche39 m²
                ","
                        Zimmer 2
                    ",1200 Wien
282,"
                ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!
            ","
                    Miete€ 979,00
                ","
                    Nutzfläche51 m²
                ","
                        Zimmer 2
                    ",1200 Wien
282,"
                ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!
            ","
                    Miete€ 1.269,00
                ","
                    Nutzfläche62 m²
                ","
                        Zimmer 3
                    ",1200 Wien
282,"
                ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!
            ","
                    Miete€ 1.269,00
                ","
                    Nutzfläche61 m²
                ","
                        Zimmer 3
                    ",1200 Wien
282,"
                ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!
            ","
                    Miete€ 699,00
                ","
                    Nutzfläche39 m²
                ","
                        Zimmer 2
                    ",1200 Wien
282,"
                ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!
            ","
                    Miete€ 699,00
                ","
                    Nutzfläche37 m²
                ","
                        Zimmer 2
                    ",1200 Wien
282,"
                PROVISIONSFREI - Erstbezug 2-Zimmer-Wohnung Neubau inkl Komplettküche, Balkon Außenfläche und Kellerabteil /ALF46-47
            ","
                    Miete€ 787,05
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1220 Wien
282,"
                +WOW+106M2-3,5 ZIMMER-DACHGESCHOSSMAISONETTEWOHNUNG PLUS 10M2 HOFSEITIGER TERRASSE NÄHE U3 HÜTTELDORFERSTRAßE, 1150 WIEN
            ","
                    Miete€ 1.400,00
                ","
                    Wohnfläche106 m²
                ","
                        Zimmer 3
                    ","1150 Wien 15.,Rh-Fh"
282,"
                1130 Ober St. Veit, wunderbare zentrale 3 Zimmer Neubaumiete, elegantes Bad, perfekte Küche, Garten
            ","
                    Miete€ 999,00
                ","
                    Wohnfläche83 m²
                ","
                        Zimmer 3
                    ",1130 Wien
282,"
                Erstbezug, neue Wärmepumpe - Eine ganz besondere Wohnung mit Terrassen - Erstbezug/U6/Nähe EURO PLAZA
            ","
                    Miete€ 2.474,78
                ","
                    Wohnfläche108 m²
                ","
                        Zimmer 3
                    ",1120 Wien
282,"
                Großzügige, schöne 2-Zimmer Wohnung!
            ","
                    Miete€ 1.090,00
                ","
                    Wohnfläche75 m²
                ","
                        Zimmer 2
                    ",1020 Wien
282,"
                Schöne unbefristete Dachterrassenwohnung Nähe Margaretenplatz!
            ","
                    Miete€ 2.338,60
                ","
                    Wohnfläche131 m²
                ","
                        Zimmer 4
                    ",1050 Wien
282,"
                Tolle Sonnenterrasse - 3-Zimmer Dachterrassenwohnung - unbefristet!
            ","
                    Miete€ 1.959,68
                ","
                    Wohnfläche110 m²
                ","
                        Zimmer 3
                    ",1050 Wien
282,"
                Q11 Leben in Simmering - Zweizimmerwohnung mit Balkon und Deckenkühlung in Simmering
            ","
                    Miete€ 799,83
                ","
                    Wohnfläche58 m²
                ","
                        Zimmer 2
                    ",1110 Wien
283,"
                Super geschnittene 2-Zimmer Wohnung im 4.Bezirk!
            ","
                    Miete€ 912,25
                ","
                    Wohnfläche53 m²
                ","
                        Zimmer 2
                    ",1040 Wien
283,"
                Helle und ruhige Einraumwohnung nähe AKH
            ","
                    Miete€ 670,30
                ","
                    Wohnfläche41 m²
                ","
                        Zimmer 1
                    ",1180 Wien
283,"
                PROVISIONSFREI: Wunderschöne 2-Zimmer-Wohnung mit angenehmer Kochnische! Erstbezug in top Lage!
            ","
                    Miete€ 974,99
                ","
                    Wohnfläche52 m²
                ","
                        Zimmer 2
                    ",1210 Wien
283,"
                Wunderschöne DG - Wohnung, ERSTBEZUG, 3 Zimmer, Terrasse, Nähe Westbahnhof
            ","
                    Miete€ 1.407,49
                ","
                    Wohnfläche75 m²
                ","
                        Zimmer 3
                    ","1150 Wien,Rudolfsheim-Fünfhaus"
283,"
                Großzügige 4 Zimmer Terrassenwohnung
            ","
                    Miete€ 1.799,00
                ","
                    Wohnfläche109 m²
                ","
                        Zimmer 4
                    ",1210 Wien
283,"
                Green Energy- Terrassenwohnung im Erstbezug
            ","
                    Miete€ 999,10
                ","
                    Wohnfläche60 m²
                ","
                        Zimmer 2
                    ",1210 Wien
283,"
                ALLES NEU Ihr Wohntraum in frischer Umgebung PROVISIONSFREI + 2 Monatsmieten geschenkt!
            ","
                    Miete€ 779,47
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1220 Wien
283,"
                Ruhelage garantiert Nähe U1 Kagraner Platz! Erstbezug im Neubau energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei
            ","
                    Miete€ 799,45
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1220 Wien
283,"
                Ruhelage garantiert Nähe U1 Kagraner Platz! Erstbezug im Neubau energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei
            ","
                    Miete€ 789,57
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1220 Wien
283,"
                Ruhelage garantiert Nähe U1 Kagraner Platz! Erstbezug im Neubau energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei
            ","
                    Miete€ 789,96
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1220 Wien
283,"
                Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina Nähe U1 Kagraner Platz! JETZT ANFRAGEN!
            ","
                    Miete€ 899,40
                ","
                    Wohnfläche50 m²
                ","
                        Zimmer 2
                    ",1220 Wien
283,"
                Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina Nähe U1 Kagraner Platz! JETZT ANFRAGEN!
            ","
                    Miete€ 779,11
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1220 Wien
283,"
                Energie sparen und im Neubau wohnen! PROVISIONSFREI + 2 Monate mietfrei nur im Hrachowina Nähe U1 Kagraner Platz! JETZT ANFRAGEN!
            ","
                    Miete€ 779,48
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1220 Wien
283,"
                Ruhelage garantiert Nähe U1 Kagraner Platz! Erstbezug im Neubau energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei
            ","
                    Miete€ 799,75
                ","
                    Wohnfläche48 m²
                ","
                        Zimmer 2
                    ",1220 Wien
283,"
                Ruhelage garantiert Nähe U1 Kagraner Platz! Erstbezug im Neubau energieeffizient wohnen! Provisionsfrei + 2 Monate mietfrei
            ","
                    Miete€ 799,45
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1220 Wien
284,"
                BRIGITTE NOW PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn
            ","
                    Miete€ 749,00
                ","
                    Wohnfläche44 m²
                ","
                        Zimmer 2
                    ",1200 Wien
284,"
                BRIGITTE NOW PROVISIONSFREI - moderner Neubau/Erstbezug Nähe U-Bahn
            ","
                    Miete€ 799,01
                ","
                    Wohnfläche48 m²
                ","
                        Zimmer 2
                    ",1200 Wien
284,"
                Renoviertes Dachterrassenapartement nahe Sobieskiplatz, 1090 Wien
            ","
                    Miete€ 636,00
                ","
                    Wohnfläche42 m²
                ","
                        Zimmer 1
                    ",1090 Wien
284,"
                helle charmante 5 Zimmer Altbauwohnung mit Balkon in der Peter-Jordan-Straße!
            ","
                    Miete€ 2.766,50
                ","
                    Wohnfläche199 m²
                ","
                        Zimmer 5
                    ",1190 Wien
284,"
                Schönbrunner Straße 189 - Provisionsfrei und unbefristet - Bezug Mitte Februar 2023
            ","
                    Miete€ 847,34
                ","
                    Wohnfläche80 m²
                ","
                        Zimmer 3
                    ",1120 Wien
284,"
                Schönbrunner Straße 189 - Provisionsfrei und unbefristet - Bezug Mitte Februar 2023
            ","
                    Miete€ 675,51
                ","
                    Wohnfläche64 m²
                ","
                        Zimmer 2
                    ",1120 Wien
284,"
                Schönbrunner Straße 189 - Provisionsfrei und unbefristet - Bezug Mitte Februar 2023
            ","
                    Miete€ 881,23
                ","
                    Wohnfläche83 m²
                ","
                        Zimmer 3
                    ",1120 Wien
284,"
                Loft - Büro - Studio
            ","
                    Miete€ 2.200,01
                ","
                    Wohnfläche188 m²
                ","
                        Zimmer 2
                    ",1040 Wien
284,"
                Ruhig gelegene 3 Zimmer Wohnung Nähe Stadthalle! WG-tauglich!
            ","
                    Miete€ 943,70
                ","
                    Wohnfläche64 m²
                ","
                        Zimmer 3
                    ",1160 Wien
284,"
                MÖBLIERTE ALTBAUMIETE MIT BALKON
            ","
                    Miete€ 2.549,69
                ","
                    Wohnfläche117 m²
                ","
                        Zimmer 3
                    ",1030 Wien
284,"
                WG Mietwohnung in der Lerchenfelderstraße
            ","
                    Miete€ 1.352,75
                ","
                    Wohnfläche91 m²
                ","
                        Zimmer 3
                    ","1080 Wien,Josefstadt"
284,"
                Moderne 2 Zimmer Wohnung
            ","
                    Miete€ 715,00
                ","
                    Wohnfläche49 m²
                ","
                        Zimmer 2
                    ",1190 Wien
284,"
                Helle 2 Zimmerwohnung nahe Schloss Hetzendorf
            ","
                    Miete€ 946,38
                ","
                    Wohnfläche74 m²
                ","
                        Zimmer 2
                    ",1120 Wien
284,"
                Helle 3 Zimmerwohnung nahe Schloss Hetzendorf
            ","
                    Miete€ 1.114,58
                ","
                    Wohnfläche88 m²
                ","
                        Zimmer 3
                    ",1120 Wien
284,"
                2 Zimmer Altbau-Wohnung neben dem Augarten // ZWEITBEZUG nach Sanierung // Tafelparkett, Flügeltüren, Altbau-Raumhöhe //
            ","
                    Miete€ 1.126,18
                ","
                    Wohnfläche77 m²
                ","
                        Zimmer 2
                    ",1020 Wien
285,"
                Singletipp Nähe Pilgramgasse und Kettenbrückengasse!
            ","
                    Miete€ 522,73
                ","
                    Wohnfläche31 m²
                ","
                        Zimmer 1
                    ","1050 Wien,Margareten"
285,"
                Moderne 2-Zimmer-Wohnung mit Loggia ins Grüne nähe Schloss Hetzendorf
            ","
                    Miete€ 793,41
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1120 Wien
285,"
                In bester Lage die halbe Stadt zu Ihren Füßen...
            ","
                    Miete€ 1.490,00
                ","
                    Wohnfläche86 m²
                ","
                        Zimmer 2
                    ","1060 Wien,Mariahilf"
285,"
                Herzige Altbauwohnung in Hofruhelage
            ","
                    Miete€ 759,92
                ","
                    Wohnfläche71 m²
                ","
                        Zimmer 3
                    ",1130 Wien
285,"
                43m DACHTERRASSE ÜBER DEN DÄCHERN WIENS - PROVISIONSFREIER 2 ZIMMER ERSTBEZUGSWOHNUNG IN ZENTRALER LAGE
            ","
                    Miete€ 998,99
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1210 Wien
285,"
                TOUCH THE SKY - PROVISIONSFREIE EINSTEIGERWOHNUNG FÜR SINGLES ODER PÄRCHEN IN TOP LAGE
            ","
                    Miete€ 924,99
                ","
                    Wohnfläche48 m²
                ","
                        Zimmer 2
                    ",1210 Wien
285,"
                Provisionsfreier Erstbezug | 3 Zimmer | Badewanne | Wohnküche | Balkon | Direkt bei der U-Bahn
            ","
                    Miete€ 1.248,98
                ","
                    Wohnfläche73 m²
                ","
                        Zimmer 3
                    ",1210 Wien
285,"
                Kleine Zwei-Zimmer-Wohnung neben Peter-Alexander-Platz in Grinzing: Cobenzlgasse 42 Top 13!
            ","
                    Miete€ 797,50
                ","
                    Wohnfläche51 m²
                ","
                        Zimmer 2
                    ",1190 Wien
285,"
                WIE IM URLAUB DIREKT AN DER BLAUEN DONAU
            ","
                    Miete€ 1.299,00
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1220 Wien / Donaustadt
285,"
                Weißgasse - Wohnung mit eigenem Keller zu vermieten
            ","
                    Miete€ 640,75
                ","
                    Wohnfläche62 m²
                ","
                        Zimmer 1
                    ",1170 Wien
285,"
                Herbeckstraße - 3 Zimmer DG-Wohnung zu vermieten
            ","
                    Miete€ 895,00
                ","
                    Wohnfläche90 m²
                ","
                        Zimmer 3
                    ",1180 Wien
285,"
                EDUART-Die Kunst des Wohnens: Hochwertiger 3-Zimmer DG-ERSTBEZUG mit ca. 18m Balkon! (10/20)
            ","
                    Miete€ 1.695,00
                ","
                    Wohnfläche61 m²
                ","
                        Zimmer 3
                    ",1180 Wien
285,"
                EDUART-Die Kunst des Wohnens: Hochwertiger 3-Zimmer DG-ERSTBEZUG mit ca. 15m Balkon! (10/19)
            ","
                    Miete€ 2.197,00
                ","
                    Wohnfläche81 m²
                ","
                        Zimmer 3
                    ",1180 Wien
285,"
                EDUART-Die Kunst des Wohnens: Hochwertiger 2-Zimmer DG-ERSTBEZUG mit ca. 6,5m Balkon! (10/22)
            ","
                    Miete€ 1.099,00
                ","
                    Wohnfläche43 m²
                ","
                        Zimmer 2
                    ",1180 Wien
285,"
                ***PROVISIONSFREI - SCHÖPFL ECK NEU AM MARKT FLORIDSDORF BAHNHOF FLORIDSDORFER WASSERPARK***
            ","
                    Miete€ 829,00
                ","
                    Wohnfläche43 m²
                ","
                        Zimmer 2
                    ",1210 Wien
286,"
                Gemütliche 2-Zimmerwohnung - Nahe U3
            ","
                    Miete€ 720,00
                ","
                    Wohnfläche45 m²
                ","
                        Zimmer 2
                    ",1150 Wien
286,"
                49,60M2 2-ZIMMERWOHNUNG NÄHE U3 HÜTTELDORFER STRASSE,1140 WIEN
            ","
                    Miete€ 737,10
                ","
                    Wohnfläche50 m²
                ","
                        Zimmer 2
                    ","1140 Wien 14.,Penzing"
286,"
                PROVISIONSFREIER ERSTBEZUG | Geräumige 2-Zimmer-Wohnung | Terrasse | Nähe U2 | Ab Dezember 2022
            ","
                    Miete€ 930,01
                ","
                    Wohnfläche56 m²
                ","
                        Zimmer 2
                    ",1220 Wien
286,"
                **Balkon - Hoflage** Ideale Pärchenwonung mit super Anbindung zum Zentrum und Flughafen
            ","
                    Miete€ 866,00
                ","
                    Wohnfläche49 m²
                ","
                        Zimmer 2
                    ",1120 Wien
286,"
                MODERNE BALKONMIETE
            ","
                    Miete€ 823,03
                ","
                    Wohnfläche42 m²
                ","
                        Zimmer 2
                    ",1120 Wien
286,"
                Garconniere nahe Reinprechtsdorfer Straße
            ","
                    Miete€ 573,42
                ","
                    Wohnfläche38 m²
                ","
                        Zimmer 1
                    ",1050 Wien
286,"
                *Wohnen im Architekturjuwel - DAS ENSEMBLE* *Unbefristete Zweizimmerwohnung mit BALKON*
            ","
                    Miete€ 898,27
                ","
                    Wohnfläche47 m²
                ","
                        Zimmer 2
                    ",1030 Wien
286,"
                Sanierte Loggiawohnung
            ","
                    Miete€ 1.165,23
                ","
                    Wohnfläche89 m²
                ","
                        Zimmer 4
                    ",1050 Wien
286,"
                Einzigartige Dachgeschoßwohnung mit Terrasse in bester Cottage-Lage und Grünoase
            ","
                    Miete€ 1.350,00
                ","
                    Wohnfläche85 m²
                ","
                        Zimmer 3
                    ",1120 Wien
286,"
                Herrliche, sehr schicke und generalsanierte Altbauwohnung in hervorragender, zentrumsnaher Lage
            ","
                    Miete€ 1.297,00
                ","
                    Wohnfläche85 m²
                ","
                        Zimmer 2
                    ",1030 Wien
286,"
                Schweizertal 16 - Familiäres Wohnen im idyllischen Ober Sankt Veit!
            ","
                    Miete€ 999,00
                ","
                    Wohnfläche53 m²
                ","
                        Zimmer 2
                    ",1130 Wien
286,"
                Einziehen und Wohlfühlen im Schweizertal 16!
            ","
                    Miete€ 2.649,20
                ","
                    Wohnfläche138 m²
                ","
                        Zimmer 4
                    ",1130 Wien
286,"
                Neubau Terrassenhit in der Nähe zum Kongreßpark
            ","
                    Miete€ 1.599,00
                ","
                    Wohnfläche88 m²
                ","
                        Zimmer 3
                    ",1170 Wien
286,"
                Erstbezug mit Lift und Loggia
            ","
                    Miete€ 689,99
                ","
                    Nutzfläche39 m²
                ","
                        Zimmer k.A.
                    ",1110 Wien
286,"
                Imposanter Stilaltbau - Palaiswohnung
            ","
                    Miete€ 3.992,69
                ","
                    Wohnfläche223 m²
                ","
                        Zimmer 6
                    ",1030 Wien
287,"
                Schöne, gemütliche Singlewohnung am Alsergrund***absolute Hofruhelage***neben AKH
            ","
                    Miete€ 731,03
                ","
                    Wohnfläche57 m²
                ","
                        Zimmer 1
                    ",1090 Wien
287,"
                Erstbezug 3-Zimmer-Neubauwohnung mit hochwertiger Küchenausstattung, Loggia Außenfläche und Kellerabteil / MAX4 T2-15
            ","
                    Miete€ 999,99
                ","
                    Wohnfläche67 m²
                ","
                        Zimmer 3
                    ",1210 Wien
287,"
                Erstbezug! Optimal aufgeteilte 2-Zimmer Wohnung im 4. Bezirk zu vermieten!
            ","
                    Miete€ 990,00
                ","
                    Wohnfläche68 m²
                ","
                        Zimmer 2
                    ",1040 Wien
287,"
                Wunderschöne 2 Zimmerwohnung mit Loggia
            ","
                    Miete€ 785,19
                ","
                    Wohnfläche54 m²
                ","
                        Zimmer 2
                    ",1220 Wien
287,"
                Dachgeschoßwohnung mit 2 Zimmern und Terrasse am Gersthofer Platz, optimale Verkehrsanbindung
            ","
                    Miete€ 763,43
                ","
                    Wohnfläche46 m²
                ","
                        Zimmer 2
                    ",1180 Wien
287,"
                Helle und ruhige Einraumwohnung nähe AKH
            ","
                    Miete€ 684,49
                ","
                    Wohnfläche37 m²
                ","
                        Zimmer 1
                    ",1180 Wien
287,"
                Sonnige 1 Zimmer Neubauwohnung - gleich bei U6 Am Schöpfwerk
            ","
                    Miete€ 659,00
                ","
                    Wohnfläche40 m²
                ","
                        Zimmer 1
                    ",1120 Wien
287,"
                Kleinwohnung in der Kölgengasse
            ","
                    Miete€ 559,00
                ","
                    Wohnfläche47 m²
                ","
                        Zimmer 2
                    ",1110 Wien
287,"
                FEINE HOFSEITIGE 2 Zimmer Neubau-Wohnung, gleich bei U6 Am Schöpfwerk!
            ","
                    Miete€ 759,00
                ","
                    Wohnfläche39 m²
                ","
                        Zimmer 2
                    ",1120 Wien
287,"
                BLECHTURMGASSE | HOFRUHELAGE | RUHIGE 3 ZIMMER
            ","
                    Miete€ 1.116,00
                ","
                    Wohnfläche86 m²
                ","
                        Zimmer 3
                    ",1040 Wien
287,"
                Nußdorf - heller Altbau mit optimalem Grundriss
            ","
                    Miete€ 595,03
                ","
                    Wohnfläche36 m²
                ","
                        Zimmer 2
                    ",1190 Wien
287,"
                Moderne Dachgeschosswohnung !
            ","
                    Miete€ 1.050,00
                ","
                    Wohnfläche77 m²
                ","
                        Zimmer 3
                    ",1210 Wien
287,"
                Nähe Augarten und Am Tabor! Lichtdurchflutete 2,5-Zimmer-Altbau-Wohnung im ersten Liftstock
            ","
                    Miete€ 809,26
                ","
                    Wohnfläche66 m²
                ","
                        Zimmer 2
                    ",1020 Wien
287,"
                FAMILIENWOHNUNG IN ZENTRALER LAGE
            ","
                    Miete€ 2.078,04
                ","
                    Wohnfläche130 m²
                ","
                        Zimmer 5
                    ",1040 Wien
287,"
                Steingasse: möblierte 3-Zimmer-Wohnung
            ","
                    Miete€ 1.998,00
                ","
                    Wohnfläche78 m²
                ","
                        Zimmer 3
                    ",1030 Wien
288,"
                *ERSTBEZUG nach Sanierung* Unbefristete 4 Zimmer Altbau-Wohnung mit Kabinett und Veranda Nähe Haizingergasse
            ","
                    Miete€ 2.432,24
                ","
                    Wohnfläche150 m²
                ","
                        Zimmer 5
                    ",1180 Wien
288,"
                Schöner 2,5-Zimmer-Wohnung unweit des Donaukanals
            ","
                    Miete€ 1.072,93
                ","
                    Nutzfläche85 m²
                ","
                        Zimmer 2
                    ",1020 Wien
288,"
                TOP ausgestattet - sofort beziehbar - perfekte Übergangslösung inklusive aller Kosten
            ","
                    Miete€ 800,00
                ","
                    Wohnfläche50 m²
                ","
                        Zimmer 2
                    ","1190 Wien,Döbling"
